Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
1.016497392,-0.40%,0.40%,11,-8.30%,-15.40%,7,-12.50%,-36.40%,7.5,1.5,-25,$425K,-1.50%,6.30%,18,12.50%,-5.30%,9/30/2015,All Residential,"Portland, OR - Brooklyn"
1.020377302,-0.30%,2.50%,62,12.70%,37.80%,17,-19.00%,-19.00%,5,-1,-1,$367K,-3.40%,10.00%,77,10.00%,35.10%,7/31/2013,All Residential,"Portland, OR - Richmond"
0.992192511,-0.10%,1.80%,56,7.70%,43.60%,30,42.90%,-3.20%,16,-4,-11,$257K,-1.20%,7.70%,59,11.30%,15.70%,7/31/2015,All Residential,"Portland, OR - Wilkes"
0.985626574,0.20%,-3.30%,11,37.50%,-31.30%,5,25.00%,25.00%,34.5,20.5,28,$255K,-16.20%,-23.90%,11,-15.40%,-31.30%,7/31/2014,All Residential,"Portland, OR - Kerns"
0.99276949,0.00%,2.70%,132,13.80%,0.00%,124,17.00%,-31.90%,49,-12.5,-55,$262K,0.00%,14.50%,174,23.40%,8.70%,4/30/2012,All Residential,"Portland, OR - Central Northeast Portland"
0.988121032,0.50%,-2.20%,5,0.00%,-16.70%,9,28.60%,12.50%,112,77,2,$180K,-1.10%,2.90%,7,133.30%,-12.50%,10/31/2013,All Residential,"Portland, OR - Glenfair"
0.989533638,-0.10%,5.30%,14,0.00%,75.00%,5,0.00%,66.70%,29.5,-18.5,-32.5,$340K,-3.10%,19.30%,6,-33.30%,200.00%,1/31/2015,All Residential,"Portland, OR - Collins View"
1.030980256,-1.70%,-0.10%,18,-21.70%,-45.50%,14,40.00%,27.30%,9,4,0.5,$379K,-2.80%,36.50%,34,6.30%,-15.00%,8/31/2017,All Residential,"Portland, OR - Cathedral Park"
1.015402872,-0.40%,0.90%,109,2.80%,7.90%,47,-7.80%,20.50%,14,2,2,$275K,2.70%,20.60%,99,-10.80%,-7.50%,10/31/2016,All Residential,"Portland, OR - Hazelwood"
1.04248216,0.00%,2.50%,37,-22.90%,-31.50%,10,-16.70%,-41.20%,8,1,-1,$438K,-4.70%,6.10%,39,5.40%,-13.30%,9/30/2015,All Residential,"Portland, OR - Rose City Park"
0.984631736,-0.20%,2.70%,67,11.70%,34.00%,52,15.60%,-20.00%,49,0,-30.5,$161K,9.20%,24.40%,84,40.00%,37.70%,5/31/2013,All Residential,"Portland, OR - Lents"
1.016465842,1.30%,2.00%,20,33.30%,-13.00%,5,-66.70%,-44.40%,12.5,5.5,0.5,$432K,8.20%,16.40%,23,-11.50%,15.00%,8/31/2014,All Residential,"Portland, OR - Buckman"
0.984124316,0.80%,1.70%,48,-11.10%,17.10%,40,-27.30%,-36.50%,41,-7,-65.5,$149K,0.00%,-12.20%,54,-16.90%,17.40%,11/30/2012,All Residential,"Portland, OR - Hazelwood"
1.006898121,-0.20%,0.80%,30,25.00%,0.00%,11,-21.40%,-59.30%,13,-3.5,-43,$318K,10.50%,25.10%,21,-25.00%,-19.20%,7/31/2012,All Residential,"Portland, OR - King"
0.998777707,1.20%,4.30%,35,2.90%,16.70%,22,-4.30%,-47.60%,25.5,-9.5,-33.5,$227K,7.80%,-2.90%,21,-19.20%,5.00%,1/31/2012,All Residential,"Portland, OR - Woodstock"
1.025802362,0.00%,5.70%,4,0.00%,100.00%,7,16.70%,40.00%,77.5,0,-262,$170K,0.00%,-35.90%,1,-50.00%,0.00%,12/31/2012,All Residential,"Portland, OR - East Columbia"
0.971563981,-1.60%,0.60%,10,-9.10%,66.70%,1,-75.00%,-91.70%,66.5,32.5,-27,$593K,1.50%,28.50%,3,-57.10%,-57.10%,12/31/2015,All Residential,"Portland, OR - Sylvan-Highlands"
0.989087443,-0.10%,-0.30%,14,-6.70%,250.00%,7,16.70%,250.00%,45,10,13,$426K,5.40%,9.80%,10,-9.10%,400.00%,1/31/2015,All Residential,"Portland, OR - South Burlingame"
0.99424576,0.60%,-13.20%,15,-16.70%,150.00%,10,11.10%,100.00%,51,3.5,17,$321K,0.90%,68.90%,8,33.30%,-20.00%,1/31/2014,All Residential,"Portland, OR - Center"
0.979627871,-0.40%,2.00%,25,31.60%,-3.80%,12,20.00%,-42.90%,16,8,-68,$675K,10.30%,17.00%,21,-8.70%,-30.00%,6/30/2014,All Residential,"Portland, OR - Hillside"
1.026846918,-0.50%,3.60%,12,20.00%,-25.00%,7,-22.20%,-30.00%,14,-28,-27,$422K,2.80%,3.40%,11,-15.40%,-21.40%,10/31/2016,All Residential,"Portland, OR - Collins View"
1.025770229,-0.80%,-2.30%,110,-3.50%,7.80%,39,25.80%,-20.40%,7,0,-1,$301K,-1.10%,15.40%,112,-5.90%,-4.30%,8/31/2017,All Residential,"Portland, OR - Lents"
0.975963849,-1.50%,1.30%,9,0.00%,-10.00%,13,44.40%,30.00%,48,4,-9.5,$215K,16.20%,19.60%,16,100.00%,6.70%,3/31/2013,All Residential,"Portland, OR - Russell"
1.032185811,-1.10%,-1.50%,10,-16.70%,-16.70%,7,0.00%,133.30%,23,3,17,$543K,-1.40%,14.90%,6,-57.10%,-45.50%,12/31/2016,All Residential,"Portland, OR - Buckman"
0.994030449,-0.10%,0.30%,36,12.50%,38.50%,15,0.00%,0.00%,16.5,0,3.5,$270K,0.00%,6.90%,27,8.00%,0.00%,1/31/2017,All Residential,"Portland, OR - Southgate"
1.004472964,-0.20%,1.30%,32,-30.40%,-13.50%,15,15.40%,-34.80%,7,-4,-33.5,$342K,-3.50%,29.70%,29,-6.50%,-32.60%,1/31/2015,All Residential,"Portland, OR - Woodstock"
0.982077249,0.10%,-2.70%,14,-36.40%,100.00%,3,-40.00%,-40.00%,52,16.5,28.5,$483K,-9.80%,7.20%,4,-50.00%,-60.00%,11/30/2017,All Residential,"Portland, OR - Kerns"
0.974740271,0.20%,0.70%,61,0.00%,-14.10%,62,-3.10%,-36.10%,77,3,-9,$130K,0.80%,0.10%,65,14.00%,12.10%,6/30/2012,All Residential,"Portland, OR - Centennial"
1.027482557,1.50%,2.20%,46,2.20%,12.20%,7,-12.50%,-69.60%,5,0,-3,$438K,-1.60%,0.60%,50,6.40%,-21.90%,4/30/2015,All Residential,"Portland, OR - Richmond"
1.009288005,0.30%,-0.70%,17,-22.70%,13.30%,10,233.30%,66.70%,14.5,1.5,-4.5,$356K,15.20%,34.30%,16,-5.90%,6.70%,6/30/2014,All Residential,"Portland, OR - Brooklyn"
0.988355499,0.10%,-1.10%,29,7.40%,7.40%,13,-23.50%,-18.80%,21.5,-2.5,-15.5,$227K,-0.40%,-0.90%,24,-7.70%,-25.00%,2/28/2014,All Residential,"Portland, OR - Kenton"
0.973573183,0.10%,0.70%,14,7.70%,133.30%,12,-7.70%,9.10%,76,-5,22,$235K,-3.50%,-27.70%,10,0.00%,233.30%,1/31/2012,All Residential,"Portland, OR - West Portland Park"
1.016773409,0.30%,1.40%,25,-35.90%,-26.50%,15,-16.70%,7.10%,9.5,2.5,2,$415K,0.00%,15.10%,27,-12.90%,-20.60%,8/31/2015,All Residential,"Portland, OR - Hayhurst"
1.038957257,4.10%,-1.70%,6,0.00%,-60.00%,11,37.50%,22.20%,9,-40.5,3,$348K,-31.60%,-34.30%,18,63.60%,-18.20%,5/31/2017,All Residential,"Portland, OR - Kerns"
0.996852683,0.60%,2.30%,14,-6.70%,40.00%,7,-36.40%,-66.70%,81,25.5,49,$242K,-0.40%,10.00%,18,12.50%,-14.30%,4/30/2013,All Residential,"Portland, OR - Argay"
0.953825324,2.20%,0.90%,9,12.50%,-52.60%,17,41.70%,-29.20%,130,-6.5,10,"$1,100K",-10.20%,23.20%,16,128.60%,-15.80%,5/31/2015,All Residential,"Portland, OR - Dunthorpe"
0.991613986,-0.20%,-0.40%,54,14.90%,1.90%,34,-2.90%,-2.90%,31.5,8.5,-22.5,$369K,-4.20%,1.00%,47,0.00%,51.60%,12/31/2017,All Residential,"Portland, OR - Pleasant Valley"
1.015008337,1.20%,1.10%,21,-32.30%,0.00%,18,5.90%,12.50%,11,4,-9,$355K,-6.60%,-0.80%,34,13.30%,30.80%,7/31/2014,All Residential,"Portland, OR - Sunnyside"
1.014558217,-1.00%,0.30%,89,8.50%,-21.20%,53,0.00%,12.80%,7.5,1.5,-5.5,$285K,0.00%,11.80%,95,-15.20%,-22.10%,10/31/2017,All Residential,"Portland, OR - Centennial"
0.987653267,-1.10%,-9.20%,14,0.00%,-12.50%,11,22.20%,175.00%,20,-7,10,$278K,0.50%,-0.50%,15,7.10%,7.10%,8/31/2017,All Residential,"Portland, OR - Sullivan's Gulch"
0.992883735,-0.90%,-2.30%,52,-11.90%,-13.30%,28,3.70%,0.00%,11,-3,1,$338K,-0.30%,3.70%,70,6.10%,9.40%,7/31/2017,All Residential,"Portland, OR - Wilkes"
0.910125908,-7.40%,0.60%,6,500.00%,-25.00%,19,-24.00%,-17.40%,156,39,51,$603K,-35.60%,-37.40%,12,0.00%,0.00%,4/30/2012,All Residential,"Portland, OR - Dunthorpe"
0.989424203,-0.40%,0.80%,2796,-15.10%,16.40%,8081,0.70%,4.00%,30,5,-15,$268K,-0.40%,16.50%,2782,-14.60%,26.00%,9/30/2013,All Residential,"Portland, OR metro area"
0.983768148,1.10%,1.70%,16,45.50%,-5.90%,11,37.50%,-21.40%,38,2,-75,$186K,-0.60%,3.40%,16,23.10%,23.10%,5/31/2012,All Residential,"Portland, OR - Russell"
0.982992545,0.30%,-1.60%,13,-23.50%,-18.80%,7,0.00%,133.30%,55,19,38,$625K,0.00%,-4.90%,6,-33.30%,20.00%,1/31/2018,All Residential,"Portland, OR - Grant Park"
0.990526613,-0.30%,1.10%,21,16.70%,31.30%,11,-8.30%,22.20%,19,10,-47,$345K,-6.70%,-8.30%,16,-33.30%,6.70%,9/30/2013,All Residential,"Portland, OR - Eliot"
1.029110081,1.00%,2.80%,12,0.00%,71.40%,6,-40.00%,-45.50%,6,-1.5,-29,$196K,-3.00%,5.40%,19,11.80%,111.10%,8/31/2015,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert"
0.981594343,-0.40%,1.10%,2403,-18.00%,17.00%,7768,-3.60%,-20.70%,45,-1,-27,$230K,-2.20%,4.00%,2208,-18.00%,9.20%,9/30/2012,All Residential,"Portland, OR metro area"
1.025577733,0.70%,2.00%,138,10.40%,-6.80%,52,23.80%,-35.80%,7,-4,-2,$451K,0.90%,10.90%,172,24.60%,-14.40%,4/30/2015,All Residential,"Portland, OR - Hawthorne District"
1.008950245,0.40%,1.30%,56,1.80%,21.70%,9,-40.00%,-60.90%,13,1,-16.5,$323K,4.00%,21.00%,40,-13.00%,11.10%,1/31/2016,All Residential,"Portland, OR - Cully"
0.941991252,2.70%,4.60%,18,63.60%,50.00%,16,-5.90%,-42.90%,95,53.5,-84,$884K,11.20%,-8.90%,12,-20.00%,-25.00%,6/30/2012,All Residential,"Portland, OR - Dunthorpe"
0.982362833,-0.40%,1.10%,110,-19.70%,-6.00%,52,-5.50%,-26.80%,32,8.5,-12,$363K,1.50%,13.80%,74,-6.30%,-16.90%,1/31/2013,All Residential,"Portland, OR - Hawthorne District"
1.026650988,2.30%,3.70%,10,-23.10%,-28.60%,5,0.00%,0.00%,10.5,-26.5,-19,$430K,6.80%,26.50%,8,-20.00%,33.30%,1/31/2016,All Residential,"Portland, OR - Collins View"
0.977507984,0.40%,0.60%,94,62.10%,49.20%,65,0.00%,-14.50%,22,-16.5,-33,$430K,4.50%,0.20%,113,18.90%,54.80%,5/31/2013,All Residential,"Portland, OR - Northwest District"
0.994234049,1.10%,4.70%,6,-14.30%,20.00%,9,-25.00%,-35.70%,153,22,30,$323K,26.00%,65.80%,7,0.00%,0.00%,2/29/2012,All Residential,"Portland, OR - Brooklyn"
0.983560987,-1.60%,-0.50%,4,0.00%,-55.60%,11,22.20%,-38.90%,18,14,7,$353K,-10.30%,-2.10%,21,90.90%,-19.20%,6/30/2014,All Residential,"Portland, OR - Eliot"
0.97136558,-2.30%,1.70%,22,15.80%,46.70%,14,-22.20%,27.30%,48.5,30.5,-0.5,$682K,16.50%,6.50%,12,-47.80%,50.00%,12/31/2015,All Residential,"Portland, OR - Hillside"
0.994179503,2.00%,0.30%,11,-15.40%,0.00%,17,6.30%,30.80%,31,-13.5,23,$660K,0.00%,3.10%,20,42.90%,-25.90%,4/30/2017,All Residential,"Portland, OR - Hillside"
0.997537411,-0.40%,1.20%,142,-11.30%,3.60%,35,-30.00%,-43.50%,29,3,4,$437K,2.90%,10.70%,81,-24.30%,-12.00%,1/31/2015,All Residential,"Portland, OR - Hawthorne District"
1.016694948,-1.50%,1.70%,59,7.30%,-9.20%,41,13.90%,215.40%,6,-2,-6,$488K,1.20%,35.90%,85,9.00%,63.50%,8/31/2016,All Residential,"Portland, OR - Ashcreek"
1.009796248,-0.20%,0.80%,52,0.00%,4.00%,18,-10.00%,-14.30%,10,3,0,$341K,4.40%,30.60%,49,4.30%,44.10%,10/31/2014,All Residential,"Portland, OR - Woodstock"
0.986243911,0.60%,3.20%,31,10.70%,24.00%,14,-33.30%,-56.30%,64,22.5,4.5,$240K,-8.40%,26.30%,15,-16.70%,-57.10%,2/28/2014,All Residential,"Portland, OR - Wilkes"
0.941379705,3.80%,-2.60%,7,0.00%,250.00%,23,0.00%,-23.30%,664,344.5,476,$875K,0.00%,-14.70%,12,-14.30%,20.00%,10/31/2012,All Residential,"Portland, OR - Dunthorpe"
