Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
0.976259254,-0.60%,-2.60%,31,-11.40%,34.80%,16,-30.40%,-30.40%,31,5,-47,$189K,4.40%,-3.10%,32,6.70%,77.80%,2/28/2013,All Residential,"Portland, OR - Mount Scott-Arleta"
0.989978272,1.10%,-0.40%,54,17.40%,45.90%,23,-20.70%,-30.30%,66.5,31.5,37.5,$220K,8.20%,19.00%,47,17.50%,-6.00%,3/31/2014,All Residential,"Portland, OR - St. Johns"
0.989743296,-0.10%,0.30%,346,-0.60%,-12.20%,268,-7.60%,4.70%,30,6.5,1,$380K,2.10%,7.00%,343,-7.00%,1.80%,10/31/2014,All Residential,"Portland, OR - Lair Hill"
0.999643465,0.60%,-1.30%,21,10.50%,-16.00%,9,-18.20%,-50.00%,15,0,5,$225K,-2.20%,29.90%,29,3.60%,20.80%,8/31/2014,All Residential,"Portland, OR - Parkrose Heights"
1.025987895,-1.20%,1.10%,47,-2.10%,30.60%,11,10.00%,-35.30%,9,1,-5,$415K,5.10%,23.30%,35,-10.30%,-16.70%,10/31/2015,All Residential,"Portland, OR - Creston-Kenilworth"
0.993334654,0.20%,-0.60%,24,-17.20%,33.30%,13,-13.30%,-40.90%,15,-10,-32,$272K,14.70%,16.00%,22,-8.30%,120.00%,11/30/2012,All Residential,"Portland, OR - Creston-Kenilworth"
1.025045679,1.00%,-2.50%,432,18.70%,-8.90%,186,1.10%,11.40%,8,-8,1,$410K,6.60%,9.20%,574,23.20%,-9.70%,4/30/2017,All Residential,"Portland, OR - Southeast Uplift"
1.016184085,2.90%,2.20%,20,100.00%,11.10%,21,0.00%,16.70%,7.5,-13.5,-30.5,$627K,13.00%,21.60%,42,40.00%,35.50%,4/30/2014,All Residential,"Portland, OR - Alameda"
1.020004017,-2.30%,-0.30%,87,-6.50%,13.00%,30,-16.70%,0.00%,19,7.5,10,$335K,0.00%,16.50%,54,-33.30%,-31.60%,11/30/2016,All Residential,"Portland, OR - Montavilla"
1.017148325,2.20%,1.80%,23,-8.00%,21.10%,10,11.10%,-16.70%,10,2,-5.5,$310K,1.60%,8.80%,17,-5.60%,13.30%,11/30/2015,All Residential,"Portland, OR - Goose Hollow"
1.005557533,-0.40%,-2.30%,591,-3.00%,-2.60%,307,-1.00%,3.70%,11,3,0,$416K,-0.70%,4.20%,638,-12.10%,0.00%,9/30/2017,All Residential,"Portland, OR - Southeast Uplift"
0.995991206,-0.20%,-1.10%,34,17.20%,21.40%,13,-7.10%,-18.80%,6,-4,-8,$325K,10.20%,4.00%,40,0.00%,60.00%,7/31/2014,All Residential,"Portland, OR - University Park"
0.996065331,1.10%,2.30%,38,0.00%,81.00%,20,-13.00%,-28.60%,47,-3.5,8.5,$240K,8.90%,16.80%,31,19.20%,10.70%,6/30/2012,All Residential,"Portland, OR - Piedmont"
0.984594035,-1.70%,-2.20%,21,-22.20%,10.50%,11,-31.30%,-8.30%,20,-12.5,-9,$460K,0.00%,1.50%,16,-30.40%,-23.80%,1/31/2018,All Residential,"Portland, OR - University Park"
0.983357048,0.40%,-0.90%,227,-6.60%,-2.20%,257,8.00%,39.70%,58,11.5,16.5,$530K,0.20%,3.90%,244,17.30%,14.00%,2/28/2018,All Residential,"Portland, OR - Neighbors West-Northwest"
0.976565477,-0.40%,-3.20%,17,0.00%,13.30%,7,-22.20%,75.00%,44,13,25.5,$684K,-3.60%,-8.80%,13,-18.80%,30.00%,1/31/2018,All Residential,"Portland, OR - Laurelhurst"
1.003021599,1.40%,-21.30%,10,100.00%,400.00%,7,16.70%,16.70%,7,-6,-18,$411K,26.10%,10.50%,21,23.50%,320.00%,3/31/2013,All Residential,"Portland, OR - Vernon"
0.989722611,-0.20%,-4.00%,10,-16.70%,-16.70%,13,30.00%,85.70%,5,-6,-6.5,$762K,-7.00%,15.90%,18,12.50%,5.90%,7/31/2017,All Residential,"Portland, OR - Sylvan-Highlands"
1.038080406,1.20%,0.80%,101,12.20%,12.20%,29,31.80%,-23.70%,5,-5,-4,$272K,0.20%,11.00%,103,12.00%,4.00%,5/31/2017,All Residential,"Portland, OR - Centennial"
0.999151727,-0.60%,1.20%,70,-5.40%,14.80%,24,-20.00%,-42.90%,19,3,-14,$238K,-0.30%,2.60%,53,-23.20%,-3.60%,11/30/2014,All Residential,"Portland, OR - St. Johns"
0.996492359,-0.10%,0.80%,561,3.10%,14.50%,213,-12.00%,-11.60%,21,0,-11,$302K,-3.00%,7.90%,393,-21.20%,24.40%,12/31/2014,All Residential,"Portland, OR - Southeast Uplift"
0.994115862,0.20%,-1.30%,61,-15.30%,-25.60%,28,-17.60%,-17.60%,22,4.5,-4,$315K,-1.10%,5.70%,56,-18.80%,36.60%,1/31/2018,All Residential,"Portland, OR - Brentwood-Darlington"
1.033806458,-1.10%,3.70%,81,-16.50%,14.10%,29,-6.50%,-32.60%,7.5,1.5,-5.5,$279K,0.00%,1.50%,85,-11.50%,3.70%,10/31/2015,All Residential,"Portland, OR - Montavilla"
1.016091069,-0.30%,1.90%,1309,-10.20%,16.60%,1635,2.70%,-30.70%,9,1,-9,$355K,-2.70%,7.60%,1254,-11.00%,6.70%,8/31/2015,All Residential,"Portland, OR"
0.98055253,-0.60%,-0.70%,49,-27.90%,-3.90%,25,-30.60%,-30.60%,32.5,3,8.5,$208K,-9.80%,12.20%,33,-5.70%,-26.70%,1/31/2014,All Residential,"Portland, OR - St. Johns"
1.02999825,-0.20%,1.00%,14,-26.30%,27.30%,2,-66.70%,-60.00%,17,11,7,$398K,2.20%,-2.30%,12,-20.00%,-40.00%,9/30/2015,All Residential,"Portland, OR - Reed"
1.029218642,2.60%,2.40%,8,0.00%,-11.10%,6,50.00%,200.00%,12.5,-13.5,6.5,$468K,0.00%,-16.10%,12,33.30%,-14.30%,4/30/2018,All Residential,"Portland, OR - Reed"
1.041056749,2.40%,2.10%,55,48.60%,-3.50%,14,0.00%,-17.60%,12.5,-0.5,-0.5,$475K,-3.10%,9.60%,68,36.00%,1.50%,4/30/2016,All Residential,"Portland, OR - Westmoreland"
1.011769064,-0.10%,-0.10%,29,-6.50%,26.10%,9,0.00%,28.60%,14,-11,-1,$437K,0.00%,2.80%,22,4.80%,0.00%,2/28/2018,All Residential,"Portland, OR - Arbor Lodge"
0.987046308,-0.30%,-0.80%,24,33.30%,-11.10%,11,57.10%,-47.60%,38,12,24.5,$600K,-3.80%,-16.70%,23,21.10%,-36.10%,6/30/2014,All Residential,"Portland, OR - Irvington"
1.032067052,0.30%,3.10%,19,5.60%,137.50%,6,50.00%,0.00%,6,0,-7,$389K,-1.40%,2.10%,15,-25.00%,15.40%,8/31/2015,All Residential,"Portland, OR - Reed"
1.028890468,-0.60%,-0.60%,40,-2.40%,8.10%,23,-11.50%,35.30%,6,0,-2,$538K,4.00%,9.80%,48,-14.30%,29.70%,8/31/2017,All Residential,"Portland, OR - Rose City Park"
1.061849564,0.20%,5.90%,46,-6.10%,-4.20%,10,-9.10%,-9.10%,9,1,-11,$365K,0.00%,19.60%,43,-6.50%,95.50%,12/31/2015,All Residential,"Portland, OR - Roseway"
0.979677737,0.60%,0.70%,24,-29.40%,-35.10%,31,6.90%,-31.10%,55,-4.5,-21,$296K,-1.60%,-0.70%,26,18.20%,-10.30%,2/29/2012,All Residential,"Portland, OR - Westmoreland"
1.017581533,-0.90%,1.20%,60,-15.50%,7.10%,22,15.80%,-18.50%,8,0,-4,$455K,-6.30%,16.70%,57,-5.00%,9.60%,10/31/2015,All Residential,"Portland, OR - Westmoreland"
1.023458668,1.00%,2.80%,568,5.00%,15.20%,228,14.60%,-21.60%,11.5,-9.5,-22.5,$260K,3.20%,17.50%,635,27.50%,13.20%,4/30/2016,All Residential,"Portland, OR - East Portland"
1.009895389,-0.40%,-0.90%,44,-10.20%,-13.70%,18,-25.00%,28.60%,12,0,1,$488K,-5.20%,2.00%,27,-30.80%,-28.90%,12/31/2016,All Residential,"Portland, OR - Westmoreland"
0.983848502,0.00%,1.60%,32,-17.90%,14.30%,10,-16.70%,-63.00%,24.5,2.5,-22.5,$240K,1.60%,11.00%,25,-16.70%,-7.40%,12/31/2015,All Residential,"Portland, OR - Southgate"
0.965981687,1.50%,3.40%,10,0.00%,-16.70%,14,-12.50%,-41.70%,78,6,-87,$412K,15.50%,-6.30%,10,-9.10%,-23.10%,4/30/2012,All Residential,"Portland, OR - Forest Highlands"
0.984671343,1.90%,0.60%,19,35.70%,46.20%,11,10.00%,37.50%,26,4,-74,$350K,-2.10%,14.80%,26,44.40%,85.70%,5/31/2015,All Residential,"Portland, OR - West Portland Park"
0.991229218,-0.30%,-1.60%,221,-7.50%,-11.60%,125,-15.00%,14.70%,26.5,1.5,6.5,$515K,0.00%,3.00%,165,-18.70%,-1.20%,1/31/2018,All Residential,"Portland, OR - Northeast Portland"
1.037892916,2.30%,2.60%,84,18.30%,1.20%,34,9.70%,-15.00%,6,-3,-10,$268K,7.20%,21.80%,119,19.00%,40.00%,5/31/2016,All Residential,"Portland, OR - Hazelwood"
0.998968598,0.20%,2.00%,249,-5.00%,23.90%,125,-15.00%,-33.50%,25.5,1.5,-20.5,$332K,-4.00%,16.50%,184,-20.70%,9.50%,12/31/2012,All Residential,"Portland, OR - Northeast Portland"
0.991814518,-0.50%,1.00%,20,-4.80%,-13.00%,8,-38.50%,-20.00%,29,0,16,$643K,2.00%,11.70%,25,25.00%,8.70%,4/30/2015,All Residential,"Portland, OR - Eastmoreland"
1.02927979,-0.60%,2.90%,620,-9.90%,10.10%,217,1.90%,-26.90%,8,1,-9,$351K,-0.30%,12.30%,632,-6.20%,12.50%,10/31/2015,All Residential,"Portland, OR - Southeast Uplift"
0.983051723,-0.50%,1.40%,10,42.90%,42.90%,9,12.50%,80.00%,40.5,1.5,4.5,$425K,-8.60%,6.30%,11,0.00%,83.30%,10/31/2013,All Residential,"Portland, OR - Homestead"
0.976247964,-0.20%,-1.20%,43,-2.30%,7.50%,42,-17.60%,-34.40%,73,7,49,$612K,6.40%,6.30%,34,-27.70%,-27.70%,11/30/2014,All Residential,"Portland, OR - Forest Park"
0.968009023,-2.90%,-3.10%,17,-10.50%,-26.10%,10,-28.60%,-23.10%,24,14,-24.5,$185K,2.80%,15.60%,12,-42.90%,-20.00%,10/31/2013,All Residential,"Portland, OR - Parkrose Heights"
0.992283978,0.30%,0.00%,37,27.60%,19.40%,27,12.50%,-6.90%,20,-10,-7.5,$205K,14.40%,17.00%,42,0.00%,5.00%,6/30/2014,All Residential,"Portland, OR - Southgate"
1.054130682,-1.50%,1.00%,33,17.90%,-41.10%,13,-13.30%,30.00%,6,-1,-1,$430K,-1.80%,6.80%,40,-13.00%,-13.00%,8/31/2016,All Residential,"Portland, OR - Arbor Lodge"
1.008460892,-0.50%,-1.30%,437,8.20%,0.50%,267,2.30%,-5.00%,8,0,1,$485K,2.10%,7.80%,550,-3.00%,0.40%,7/31/2017,All Residential,"Portland, OR - Lair Hill"
1.019372885,-1.90%,2.40%,21,0.00%,-25.00%,9,-18.20%,0.00%,16,4,3,$452K,13.00%,39.30%,19,-17.40%,-13.60%,9/30/2016,All Residential,"Portland, OR - West Portland Park"
1.022710851,-0.60%,2.50%,256,2.80%,-5.90%,69,-13.80%,-39.50%,8.5,0.5,-13.5,$454K,0.60%,15.30%,212,-19.70%,7.60%,12/31/2015,All Residential,"Portland, OR - Northeast Portland"
0.993863239,-0.80%,1.00%,45,-2.20%,21.60%,18,-21.70%,-43.80%,15,-3.5,-20,$345K,-1.60%,9.50%,45,-13.50%,15.40%,9/30/2012,All Residential,"Portland, OR - Rose City Park"
1.00015216,-1.40%,-0.40%,17,-22.70%,-50.00%,12,-36.80%,-45.50%,23,15,12,$787K,1.60%,17.90%,17,-32.00%,-61.40%,9/30/2016,All Residential,"Portland, OR - Eastmoreland"
0.987979419,-2.60%,-2.90%,19,35.70%,-34.50%,13,8.30%,-23.50%,5.5,1,-1,$251K,-7.90%,5.90%,31,47.60%,-16.20%,6/30/2013,All Residential,"Portland, OR - South Tabor"
1.036588067,1.20%,-1.60%,42,40.00%,-17.60%,15,50.00%,50.00%,12,0,4,$400K,1.30%,8.70%,52,26.80%,4.00%,5/31/2017,All Residential,"Portland, OR - Foster-Powell"
1.02141041,0.70%,2.40%,30,-9.10%,36.40%,30,-11.80%,15.40%,11,-10,-24.5,$264K,0.60%,-0.50%,19,-26.90%,-47.20%,1/31/2013,All Residential,"Portland, OR - Overlook"
0.982631868,0.40%,2.10%,16,6.70%,-33.30%,22,-24.10%,-33.30%,43,0,-21.5,$180K,5.90%,18.00%,33,37.50%,13.80%,4/30/2014,All Residential,"Portland, OR - Southgate"
0.992207858,-0.30%,-1.00%,986,-1.50%,-7.90%,1604,-9.80%,15.40%,27,6,1,$400K,-2.40%,3.60%,609,-21.30%,31.50%,12/31/2017,All Residential,"Portland, OR"
0.968852448,-0.80%,0.40%,17,-5.60%,183.30%,23,9.50%,21.10%,7,-14,-48,$305K,-2.20%,8.90%,26,8.30%,73.30%,8/31/2012,All Residential,"Portland, OR - Hayhurst"
1.001853575,0.30%,3.00%,45,21.60%,-2.20%,48,23.10%,0.00%,11.5,-9.5,-53.5,$190K,0.00%,49.60%,74,19.40%,138.70%,6/30/2013,All Residential,"Portland, OR - Brentwood-Darlington"
1.011933928,-1.30%,-2.60%,32,-15.80%,10.30%,18,50.00%,100.00%,16,2,3,$323K,-1.50%,-0.80%,19,0.00%,-24.00%,1/31/2017,All Residential,"Portland, OR - Foster-Powell"
1.008993653,1.80%,3.00%,18,20.00%,38.50%,5,0.00%,-50.00%,7,-7,-16,$390K,-9.50%,10.50%,17,0.00%,41.70%,6/30/2015,All Residential,"Portland, OR - South Burlingame"
1.056378264,2.30%,10.80%,13,0.00%,160.00%,6,0.00%,200.00%,21.5,9.5,-88.5,$338K,0.00%,18.40%,10,11.10%,400.00%,12/31/2015,All Residential,"Portland, OR - Crestwood"
1.009000367,0.90%,0.10%,23,64.30%,0.00%,11,22.20%,120.00%,29,-3,-1,$443K,4.20%,18.00%,20,-9.10%,122.20%,12/31/2016,All Residential,"Portland, OR - University Park"
1.012695321,0.20%,-0.80%,80,1.30%,29.00%,36,-32.10%,33.30%,17,1,9,$296K,3.90%,23.50%,80,-15.80%,8.10%,11/30/2016,All Residential,"Portland, OR - Brentwood-Darlington"
0.994070454,-0.40%,-2.10%,60,-10.40%,-44.40%,43,16.20%,-15.70%,33,10.5,11.5,$300K,2.60%,12.90%,62,3.30%,-46.60%,3/31/2018,All Residential,"Portland, OR - Powellhurst-Gilbert"
0.973617394,0.30%,-6.00%,6,-14.30%,100.00%,1,-66.70%,-75.00%,5,0,-17,$282K,-2.90%,17.30%,3,0.00%,-57.10%,1/31/2017,All Residential,"Portland, OR - East Columbia"
0.992506132,0.50%,0.10%,19,46.20%,0.00%,26,30.00%,73.30%,8,2,-13,$388K,0.00%,4.90%,30,36.40%,42.90%,3/31/2018,All Residential,"Portland, OR - Goose Hollow"
0.96822074,-1.70%,-0.40%,19,-13.60%,-17.40%,16,-11.10%,-20.00%,20,-0.5,-14.5,$355K,-15.10%,-6.20%,19,-5.00%,0.00%,9/30/2013,All Residential,"Portland, OR - Arnold Creek"
1.023085849,-0.40%,2.20%,207,-4.60%,-14.50%,57,-23.00%,-29.60%,8,0,-14.5,$352K,1.40%,8.10%,192,-17.20%,18.50%,11/30/2015,All Residential,"Portland, OR - Central Northeast Portland"
0.999534684,-0.80%,3.60%,11,-8.30%,22.20%,4,-33.30%,300.00%,46,0,22,$484K,4.50%,18.00%,5,-16.70%,0.00%,1/31/2018,All Residential,"Portland, OR - Reed"
1.00809498,1.40%,3.20%,32,39.10%,0.00%,25,4.20%,4.20%,23.5,7,-55.5,$255K,-5.70%,9.40%,45,9.80%,50.00%,6/30/2012,All Residential,"Portland, OR - Roseway"
0.998746321,0.40%,3.70%,37,-2.60%,-7.50%,39,11.40%,-20.40%,21,-59.5,-55,$190K,7.10%,50.50%,62,31.90%,129.60%,5/31/2013,All Residential,"Portland, OR - Brentwood-Darlington"
0.976907028,-1.20%,1.60%,43,-18.90%,2.40%,41,-18.00%,-26.80%,56,0,-4.5,$159K,0.60%,22.30%,47,4.40%,6.80%,10/31/2012,All Residential,"Portland, OR - Brentwood-Darlington"
0.949625662,-1.90%,-1.50%,13,-7.10%,30.00%,30,20.00%,0.00%,200,19.5,-30.5,$420K,12.40%,10.50%,18,38.50%,5.90%,3/31/2012,All Residential,"Portland, OR - Arnold Creek"
1.007836483,-0.10%,2.50%,22,-8.30%,29.40%,5,-16.70%,-28.60%,11,-8,-43,$363K,-0.80%,-3.30%,15,-16.70%,7.10%,12/31/2012,All Residential,"Portland, OR - Hosford-Abernethy"
0.992285157,-3.20%,-2.20%,16,-20.00%,-23.80%,17,6.30%,142.90%,23.5,17.5,-17.5,$455K,-1.40%,12.30%,22,-4.30%,4.80%,12/31/2017,All Residential,"Portland, OR - Woodlawn"
0.997680301,-0.10%,1.40%,1200,21.30%,23.60%,2031,5.10%,-14.60%,18,-3,-20,$298K,1.00%,11.50%,1336,5.00%,31.40%,5/31/2013,All Residential,"Portland, OR"
0.979471537,3.10%,-5.50%,6,20.00%,50.00%,5,0.00%,,78,-82,72.5,$392K,3.30%,35.80%,6,-14.30%,50.00%,5/31/2017,All Residential,"Portland, OR - East Columbia"
1.070887304,1.30%,6.80%,26,13.00%,4.00%,10,-23.10%,-33.30%,6,-0.5,-4,$491K,-1.20%,-4.70%,33,13.80%,10.00%,6/30/2015,All Residential,"Portland, OR - Beaumont-Wilshire"
1.016263508,-0.90%,-1.80%,234,-0.80%,7.80%,110,-0.90%,22.20%,10,3,3,$431K,-2.00%,5.10%,261,-6.80%,4.40%,8/31/2017,All Residential,"Portland, OR - Central Northeast Portland"
1.007306815,0.50%,2.40%,7,75.00%,-36.40%,6,500.00%,20.00%,6,0.5,-51,$220K,0.20%,-26.40%,12,50.00%,100.00%,4/30/2016,All Residential,"Portland, OR - Homestead"
0.993861195,0.20%,-0.40%,465,-1.50%,-10.60%,498,8.50%,14.50%,20,-5,-5,$206K,0.90%,9.90%,622,1.60%,17.80%,8/31/2014,All Residential,"Portland, OR - East Portland"
0.975392705,0.20%,0.90%,53,-13.10%,23.30%,51,-5.60%,-37.80%,31,2,-67,$176K,-0.60%,10.00%,55,3.80%,-1.80%,9/30/2012,All Residential,"Portland, OR - Hazelwood"
0.998256443,0.60%,2.30%,276,2.20%,26.00%,233,6.90%,-9.30%,33.5,-1.5,-28,$223K,-0.90%,4.80%,290,4.70%,54.30%,8/31/2012,All Residential,"Portland, OR - North Portland"
1.038330076,-1.60%,2.70%,32,6.70%,3.20%,13,30.00%,-7.10%,7,1,-3,$548K,-0.50%,38.60%,27,-15.60%,-12.90%,10/31/2015,All Residential,"Portland, OR - Sunnyside"
0.994431893,0.70%,0.40%,42,2.40%,50.00%,16,-36.00%,-5.90%,20,-1,-10,$306K,8.30%,13.60%,46,7.00%,17.90%,2/28/2018,All Residential,"Portland, OR - Southgate"
1.001669766,0.40%,-4.00%,14,-22.20%,-12.50%,8,33.30%,33.30%,6,-13,-1,$648K,0.00%,-4.40%,21,50.00%,-12.50%,4/30/2017,All Residential,"Portland, OR - Alameda"
1.021567632,0.50%,5.50%,20,-4.80%,42.90%,10,-16.70%,-33.30%,34,10,1,$181K,-13.10%,-7.80%,14,-36.40%,-6.70%,12/31/2014,All Residential,"Portland, OR - Parkrose Heights"
1.033523572,0.00%,2.50%,42,-2.30%,2.40%,12,-14.30%,-14.30%,7.5,0.5,-5,$327K,6.90%,22.00%,32,-23.80%,33.30%,12/31/2015,All Residential,"Portland, OR - Kenton"
1.005375852,1.90%,1.80%,18,-25.00%,-43.80%,13,62.50%,-43.50%,40,-10,17.5,$308K,3.50%,22.80%,17,21.40%,-59.50%,3/31/2014,All Residential,"Portland, OR - Roseway"
1.088327102,0.40%,6.70%,32,6.70%,-17.90%,9,-18.20%,12.50%,7,1.5,-0.5,$436K,3.10%,26.30%,36,-5.30%,20.00%,7/31/2016,All Residential,"Portland, OR - Woodlawn"
1.004053892,-0.80%,-1.60%,1287,10.80%,-0.20%,2185,3.80%,10.10%,12,5,0,$422K,-0.70%,3.00%,1258,-8.60%,-7.40%,8/31/2017,All Residential,"Portland, OR"
1.010486532,0.60%,-0.10%,69,6.20%,50.00%,32,-5.90%,-3.00%,8,-4,-40,$358K,4.70%,12.90%,74,0.00%,29.80%,6/30/2013,All Residential,"Portland, OR - Westmoreland"
0.980922633,0.00%,0.80%,356,-9.90%,6.00%,280,3.30%,-5.40%,29,2,-32.5,$406K,1.50%,2.60%,368,-4.40%,23.50%,8/31/2013,All Residential,"Portland, OR - Neighbors West-Northwest"
1.012027102,-1.90%,2.70%,19,5.60%,5.60%,8,0.00%,33.30%,30,-10,-5,$245K,2.70%,24.20%,20,42.90%,122.20%,2/29/2016,All Residential,"Portland, OR - Parkrose Heights"
0.992885004,0.50%,-5.20%,6,-33.30%,0.00%,1,0.00%,0.00%,66.5,-1.5,39,$316K,12.90%,9.50%,3,-25.00%,200.00%,12/31/2016,All Residential,"Portland, OR - Homestead"
1.032688702,-0.90%,4.80%,37,-9.80%,15.60%,10,-33.30%,-50.00%,6.5,-3.5,-22.5,$369K,-1.60%,15.70%,38,-7.30%,11.80%,11/30/2015,All Residential,"Portland, OR - Piedmont"
0.989242412,0.30%,3.20%,24,9.10%,71.40%,5,25.00%,-70.60%,11,-4,-38,$510K,-8.30%,-1.00%,16,-11.10%,-11.10%,7/31/2012,All Residential,"Portland, OR - Grant Park"
0.978652483,-0.50%,1.60%,75,56.30%,31.60%,36,-10.00%,-46.30%,45,4,-51,$155K,3.60%,1.60%,45,-16.70%,-8.20%,12/31/2012,All Residential,"Portland, OR - Hazelwood"
1.02387425,0.90%,2.40%,9,-30.80%,-18.20%,3,-50.00%,-57.10%,6,-8.5,-9,$675K,18.40%,9.40%,14,0.00%,0.00%,11/30/2015,All Residential,"Portland, OR - Grant Park"
1.003541978,0.20%,2.00%,43,-18.90%,2.40%,21,-27.60%,162.50%,12,2.5,-24,$408K,0.80%,8.10%,29,-34.10%,81.30%,12/31/2013,All Residential,"Portland, OR - Mount Tabor"
0.962888948,0.10%,0.40%,8,0.00%,0.00%,5,66.70%,-54.50%,49,-7.5,-11,$110K,0.50%,-16.80%,6,0.00%,0.00%,7/31/2012,All Residential,"Portland, OR - Sumner"
0.979545493,-0.40%,-2.40%,18,-14.30%,-5.30%,10,0.00%,-23.10%,47,22,30,$717K,2.50%,18.70%,10,66.70%,-41.20%,2/29/2016,All Residential,"Portland, OR - Eastmoreland"
0.985673441,-0.20%,-3.60%,11,-21.40%,10.00%,8,-33.30%,60.00%,13,-10,-8.5,$640K,48.10%,112.60%,12,-33.30%,71.40%,9/30/2017,All Residential,"Portland, OR - Homestead"
1.003950424,0.50%,1.10%,22,0.00%,22.20%,7,16.70%,40.00%,47.5,19.5,-11.5,$412K,1.20%,35.30%,17,13.30%,21.40%,2/28/2015,All Residential,"Portland, OR - King"
1.016181808,-0.20%,-3.70%,26,-16.10%,-27.80%,14,27.30%,100.00%,22,7,16,$527K,0.30%,14.00%,22,29.40%,-56.90%,3/31/2017,All Residential,"Portland, OR - Concordia"
1.038160645,0.50%,4.20%,90,5.90%,60.70%,23,21.10%,-48.90%,7,-1,-2,$249K,3.60%,12.80%,74,-3.90%,2.80%,7/31/2015,All Residential,"Portland, OR - Brentwood-Darlington"
1.006252014,-0.30%,2.40%,19,-17.40%,26.70%,12,9.10%,200.00%,29,0,-37,$453K,2.40%,20.80%,21,5.00%,200.00%,1/31/2017,All Residential,"Portland, OR - University Park"
0.970250168,-0.20%,2.00%,15,15.40%,-25.00%,14,-6.70%,-39.10%,65,21,-39,$155K,-16.90%,8.80%,17,54.50%,13.30%,4/30/2012,All Residential,"Portland, OR - Cathedral Park"
1.020862181,1.80%,-13.30%,18,80.00%,500.00%,5,-28.60%,-16.70%,5,-2,-10,$404K,-1.70%,12.60%,23,9.50%,228.60%,4/30/2013,All Residential,"Portland, OR - Vernon"
1.02755278,2.40%,2.10%,78,27.90%,81.40%,19,-26.90%,-34.50%,10,-6,-0.5,$225K,7.20%,10.80%,80,0.00%,60.00%,5/31/2015,All Residential,"Portland, OR - Brentwood-Darlington"
0.971618329,0.20%,1.20%,32,23.10%,33.30%,37,-5.10%,-51.30%,114,-4,-43,$231K,5.30%,15.90%,36,33.30%,5.90%,4/30/2012,All Residential,"Portland, OR - Pleasant Valley"
0.992768522,1.30%,1.80%,71,-4.10%,9.20%,63,-11.30%,-41.10%,45.5,-7.5,-56.5,$150K,2.20%,5.10%,62,-19.50%,-8.80%,11/30/2012,All Residential,"Portland, OR - Powellhurst-Gilbert"
1.009387295,-0.40%,1.30%,35,0.00%,-7.90%,16,-5.90%,-20.00%,15,0,-32,$268K,-7.60%,11.90%,43,7.50%,38.70%,6/30/2013,All Residential,"Portland, OR - Piedmont"
1.001597277,-0.20%,1.10%,611,5.50%,23.90%,368,7.90%,6.70%,10,0,-11,$281K,0.20%,13.20%,661,-0.50%,25.00%,8/31/2013,All Residential,"Portland, OR - Southeast Uplift"
0.987370532,0.40%,1.50%,418,-9.30%,16.80%,376,-8.70%,-30.90%,46.5,-0.5,-45.5,$160K,1.90%,6.70%,358,-17.50%,2.00%,11/30/2012,All Residential,"Portland, OR - East Portland"
1.034325076,1.50%,-1.80%,20,33.30%,0.00%,4,-20.00%,-73.30%,8,2.5,-14,$438K,13.60%,36.90%,25,13.60%,19.00%,6/30/2015,All Residential,"Portland, OR - North Tabor"
1.009918818,-0.30%,1.10%,29,70.60%,93.30%,14,0.00%,16.70%,31.5,-10.5,-21,$285K,14.90%,-5.00%,38,26.70%,46.20%,4/30/2013,All Residential,"Portland, OR - Arbor Lodge"
0.976396906,-2.50%,-3.50%,13,18.20%,-27.80%,7,-41.70%,250.00%,28,23.5,14,$265K,-8.60%,18.50%,13,-27.80%,8.30%,11/30/2016,All Residential,"Portland, OR - Lents-Powellhurst-Gilbert"
0.996898089,-0.10%,1.50%,484,-6.90%,2.80%,452,3.90%,1.30%,27,2,-21,$189K,0.80%,20.40%,495,-6.30%,8.10%,9/30/2013,All Residential,"Portland, OR - East Portland"
0.974597589,0.20%,2.30%,318,-5.40%,11.60%,268,-9.50%,-31.30%,60,-1.5,-28,$395K,-0.10%,10.00%,265,-11.10%,-4.00%,9/30/2012,All Residential,"Portland, OR - Neighbors West-Northwest"
0.995576842,-2.20%,-0.50%,27,-25.00%,-10.00%,12,9.10%,9.10%,26,7,-5.5,$334K,-3.50%,0.00%,19,-20.80%,11.80%,1/31/2015,All Residential,"Portland, OR - Creston-Kenilworth"
0.984042377,0.70%,2.40%,24,-14.30%,14.30%,24,-17.20%,-33.30%,37,-3,-104,$332K,-1.50%,-2.40%,24,-11.10%,26.30%,2/28/2013,All Residential,"Portland, OR - Hillsdale"
0.98352548,-0.60%,-0.90%,43,-8.50%,-10.40%,11,-47.60%,-64.50%,34,3,0,$362K,-3.50%,-5.30%,27,-25.00%,-20.60%,1/31/2015,All Residential,"Portland, OR - Westmoreland"
0.988394122,0.00%,1.20%,12,-14.30%,50.00%,16,-11.10%,-56.80%,63,0,-21,$172K,16.90%,11.30%,20,11.10%,66.70%,4/30/2012,All Residential,"Portland, OR - Parkrose Heights"
